NormalGround,NormalGround1,-2.5,0,-5,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround2,2.5,0,-5,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround3,2.5,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround4,-2.5,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround5,-2.5,0,5,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround6,2.5,0,5,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround7,2.5,0,10,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround8,-2.5,0,10,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround9,-2.5,0,15,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround10,2.5,0,15,0,0,0,1,1,1,0,0,0,0,0,,0
Switch,Switch1,0,0.3,15,0,0,0,1,1,1,0,0,0,0,0,Door1,0
NormalGround,NormalGround11,-2.5,0,20,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround12,2.5,0,20,0,0,0,1,1,1,0,0,0,0,0,,0
Propeller,Propeller1,0,0,32,0,0,0,1.5,1,1.5,0,0,0,1,0,,0
NormalGround,NormalGround13,2.5,0,45,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround14,-2.5,0,45,0,0,0,1,1,1,0,0,0,0,0,,0
BoundGround,BoundGround1,0,0,50,0,0,0,1,1,1,0,0,0,0,0,,0
MoveGround,MoveGround1,0,5,55,0,5,60,1,1,1,0.1,60,0,0,0,,0
NormalGround,NormalGround15,0,5,67,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround16,0,5,72,0,0,0,1,1,1,0,0,0,0,0,,0
Door,Door1,0,5.3,74,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround17,0,5,77,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround18,0,5,82,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround19,0,5,87,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround20,5,5,87,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround21,5,5,82,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround22,20,5,82,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround23,20,5,87,0,0,0,1,1,1,0,0,0,0,0,,0
DropGround,DropGround1,27.5,5,84.5,0,0,0,1,1,4.6,0.1,60,0,0,0,,0
BoundGround,BoundGround2,34.5,6,87,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround24,34.5,0,87,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround25,39.5,11,87,0,0,0,1,1,1,0,0,0,0,0,,0
BoundGround,BoundGround3,34.5,6,82,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround26,39.5,11,82,0,0,0,1,1,1,0,0,0,0,0,,0
Propeller,Propeller2,48,11,84.5,0,0,0,1,1,1,0,0,0,1,0,,0
Propeller,Propeller3,60,11,84.5,0,0,0,1,1,1,0,0,0,1,0,,0
Switch,Switch2,20,5.3,84.5,0,0,0,1,1,1,0,0,0,0,0,Door2,0
NormalGround,NormalGround27,74,10.3,82,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround28,74,10.3,87,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround29,74,10.3,92,0,0,0,1,1,1,0,0,0,0,0,,0
Door,Door2,74,10.6,94,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround30,34.5,0,82,0,0,0,1,1,1,0,0,0,0,0,,0
DropGround,DropGround2,40,0,84.5,0,0,0,1,1,1,0.1,60,0,0,0,,0
DropGround,DropGround3,46,0,84.5,0,0,0,1,1,1,0.1,60,0,0,0,,0
DropGround,DropGround4,52,0,84.5,0,0,0,1,1,1,0.1,60,0,0,0,,0
DropGround,DropGround5,58,0,84.5,0,0,0,1,1,1,0.1,60,0,0,0,,0
BoundGround,BoundGround4,63,0,84.5,0,0,0,1,1,1,0,0,0,0,0,,0
BoundGround,BoundGround5,68,5,84.5,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround31,74,10.3,97,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround32,74,10.3,102,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround33,74,10.3,107,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround34,74,10.3,112,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround35,5,5,67,0,0,0,1,1,1,0,0,0,0,0,,0
NormalGround,NormalGround36,79,10.3,87,0,0,0,1,1,1,0,0,0,0,0,,0
FenceBar,FenceBar1,-4.8,0.25,-7.3,0,0,0,1,1,1.9,0,0,0,90,0,,0
FenceBar,FenceBar2,-4.8,0.25,-7.3,0,0,0,1,1,5.9,0,0,0,0,0,,0
FencePillar,FencePillar1,-4.8,0.25,-7.3,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar2,0.2,0.25,-7.3,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar3,4.8,0.25,-7.3,0,0,0,1,1,1,0,0,0,0,0,,0
FenceBar,FenceBar3,4.8,0.25,-7.3,0,0,0,1,1,5.9,0,0,0,0,0,,0
FencePillar,FencePillar4,4.8,0.25,-2.3,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar5,4.8,0.25,2.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar6,4.8,0.25,7.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar7,4.8,0.25,12.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar8,4.8,0.25,17.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar9,4.8,0.25,22.3,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar10,-4.8,0.25,-2.3,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar11,-4.8,0.25,2.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar12,-4.8,0.25,7.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar13,-4.8,0.25,12.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar14,-4.8,0.25,17.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar15,-4.8,0.25,22.3,0,0,0,1,1,1,0,0,0,0,0,,0
FenceBar,FenceBar4,-4.8,0.25,42.7,0,0,0,1,1,0.9,0,0,0,0,0,,0
FencePillar,FencePillar16,-4.8,0.25,42.7,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar17,4.8,0.25,47.3,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar18,-4.8,0.25,47.3,0,0,0,1,1,1,0,0,0,0,0,,0
FencePillar,FencePillar19,4.8,0.25,42.7,0,0,0,1,1,1,0,0,0,0,0,,0
FenceBar,FenceBar5,4.8,0.25,42.7,0,0,0,1,1,0.9,0,0,0,0,0,,0
